rank,repo_name,forks,stars,language,repo_url,description,id
644,java-exercises,1310,4,Java,https://github.com/LaunchCodeEducation/java-exercises,Demos and exercises for skills-back-end-java,MDEwOlJlcG9zaXRvcnk4MDM1NTc2MQ==
648,flink-cdc-connectors,1309,3750,Java,https://github.com/ververica/flink-cdc-connectors,CDC Connectors for Apache Flink®,MDEwOlJlcG9zaXRvcnkyODI5OTQ2ODY=
649,ShowcaseView,1307,5609,Java,https://github.com/amlcurran/ShowcaseView,"[Archived] Highlight the best bits of your app to users quickly, simply, and cool...ly",MDEwOlJlcG9zaXRvcnk1NDE3MjY2
650,jetlinks-community,1306,3690,Java,https://github.com/jetlinks/jetlinks-community,"JetLinks  基于Java8,Spring Boot 2.x ,WebFlux,Netty,Vert.x,Reactor等开发, 是一个全响应式的企业级物联网平台。支持统一物模型管理,多种设备,多种厂家,统一管理。统一设备连接管理,多协议适配(TCP,MQTT,UDP,CoAP,HTTP等),屏蔽网络编程复杂性,灵活接入不同厂家不同协议等设备。实时数据处理,设备告警,消息通知,数据转发。地理位置,数据可视化等。能帮助你快速建立物联网相关业务系统。",MDEwOlJlcG9zaXRvcnkyMzEzMjk5OTA=
651,Array-1,1306,3,Java,https://github.com/super30admin/Array-1,,MDEwOlJlcG9zaXRvcnkxOTY5MzIzNTY=
656,gs-spring-boot-docker,1302,582,Java,https://github.com/spring-guides/gs-spring-boot-docker,Spring Boot with Docker :: Learn how to create a Docker container from a Spring Boot application with Maven or Gradle,MDEwOlJlcG9zaXRvcnkzMzIzNzAzOQ==
652,JimuReport,1301,4231,Java,https://github.com/jeecgboot/JimuReport,⭐️「低代码可视化报表」类似excel操作风格，在线拖拽完成设计！功能涵盖: 报表设计、图形报表、打印设计、大屏设计等，完全免费！秉承“简单、易用、专业”的产品理念，极大的降低报表开发难度、缩短开发周期、解决各类报表难题。,MDEwOlJlcG9zaXRvcnkyMjYwOTY5MzQ=
653,Android-SpinKit,1301,8389,Java,https://github.com/ybq/Android-SpinKit,Android  loading animations,MDEwOlJlcG9zaXRvcnk1NDMwODExMw==
655,ud867,1297,669,Java,https://github.com/udacity/ud867,Course code repository for Gradle for Android and Java,MDEwOlJlcG9zaXRvcnkzMjM1ODQ0Ng==
657,collect,1295,662,Java,https://github.com/getodk/collect,ODK Collect is an Android app for filling out forms. It's been used to collect billions of data points in challenging environments around the world. Contribute and make the world a better place! ✨📋✨,MDEwOlJlcG9zaXRvcnk0MDIxMzgwOQ==
665,java-tomcat-maven-example,1295,11,Java,https://github.com/daticahealth/java-tomcat-maven-example,Example Java + Maven Tomcat application,MDEwOlJlcG9zaXRvcnkxMDIxMzQyNzA=
658,xboot,1294,3637,Java,https://github.com/Exrick/xboot,基于Spring Boot 2.x的一站式前后端分离快速开发平台XBoot 微信小程序+Uniapp 前端：Vue+iView Admin 后端：Spring Boot 2.x/Spring Security/JWT/JPA+Mybatis-Plus/Redis/Elasticsearch/Activiti 分布式限流/同步锁/验证码/SnowFlake雪花算法ID 动态权限 数据权限 工作流 代码生成 定时任务 社交账号 短信登录 单点登录 OAuth2开放平台 客服机器人 数据大屏 暗黑模式,MDEwOlJlcG9zaXRvcnkxMzA3MTE5Njg=
659,parquet-mr,1293,1945,Java,https://github.com/apache/parquet-mr,Apache Parquet,MDEwOlJlcG9zaXRvcnkyMDY3NTYzNg==
661,quarkus-quickstarts,1292,1677,Java,https://github.com/quarkusio/quarkus-quickstarts,Quarkus quickstart code,MDEwOlJlcG9zaXRvcnkxNjAxNTY5OTk=
660,junit5,1292,5678,Java,https://github.com/junit-team/junit5,✅ The 5th major version of the programmer-friendly testing framework for Java and the JVM,MDEwOlJlcG9zaXRvcnkyOTEwMjM2Nw==
662,android_frameworks_base,1291,622,Java,https://github.com/CyanogenMod/android_frameworks_base,,MDEwOlJlcG9zaXRvcnkxMDAzODQ2Nw==
663,UltimateAndroidReference,1288,7661,Java,https://github.com/aritraroy/UltimateAndroidReference,:rocket: Ultimate Android Reference - Your Road to Become a Better Android Developer,MDEwOlJlcG9zaXRvcnk4Nzc4MDA5OA==
664,XRecyclerView,1278,5322,Java,https://github.com/XRecyclerView/XRecyclerView,A RecyclerView that implements pullrefresh and loadingmore featrues.you can use it like a standard RecyclerView,MDEwOlJlcG9zaXRvcnk0NjQwNDcyOQ==
668,android-fundamentals,1278,637,Java,https://github.com/google-developer-training/android-fundamentals,,MDEwOlJlcG9zaXRvcnk3NTI2OTY2NQ==
666,SwipeMenuListView,1277,3514,Java,https://github.com/baoyongzhang/SwipeMenuListView,[DEPRECATED] A swipe menu for ListView.,MDEwOlJlcG9zaXRvcnkyMzI4NDgyMA==
667,jackson-databind,1277,3244,Java,https://github.com/FasterXML/jackson-databind,General data-binding package for Jackson (2.x): works on streaming API (core) implementation(s),MDEwOlJlcG9zaXRvcnkzMDM4OTM3
669,spring-data-elasticsearch,1274,2755,Java,https://github.com/spring-projects/spring-data-elasticsearch,Provide support to increase developer productivity in Java when using Elasticsearch. Uses familiar Spring concepts such as a template classes for core API usage and lightweight repository style data access.,MDEwOlJlcG9zaXRvcnk5NzQ5OTA1
670,android-flip,1273,2846,Java,https://github.com/openaphid/android-flip,"A component for flip animation on Android, which is similar to the effect in Flipboard iPhone/Android",MDEwOlJlcG9zaXRvcnk0NDAzNzM4
671,addressbook-level2,1269,19,Java,https://github.com/se-edu/addressbook-level2,:ab::two:  A Java sample application for students. An AddressBook application that uses OOP basics.,MDEwOlJlcG9zaXRvcnk2Mzk0NzU0MQ==
672,opentsdb,1265,4804,Java,https://github.com/OpenTSDB/opentsdb,"A scalable, distributed Time Series Database.",MDEwOlJlcG9zaXRvcnk4NjU0MTI=
673,android_build,1265,29,Java,https://github.com/abstrakraft/android_build,Android Build System (cyanogenmod),MDEwOlJlcG9zaXRvcnkzMDExMzQ=
674,RoundedImageView,1263,6384,Java,https://github.com/vinc3m1/RoundedImageView,"A fast ImageView that supports rounded corners, ovals, and circles.",MDEwOlJlcG9zaXRvcnk4MzQ3ODY0
675,java-8-lambdas-exercises,1261,1774,Java,https://github.com/RichardWarburton/java-8-lambdas-exercises,Exercises and Answers for Java 8 Lambdas book,MDEwOlJlcG9zaXRvcnkxNjY3ODk2MA==
694,Array-2,1252,2,Java,https://github.com/super30admin/Array-2,,MDEwOlJlcG9zaXRvcnkxOTY5NjU0MTc=
678,spring-data-jpa,1250,2608,Java,https://github.com/spring-projects/spring-data-jpa,Simplifies the development of creating a JPA-based data access layer. ,MDEwOlJlcG9zaXRvcnkxMDcyODQ1
677,Java,1250,2456,Java,https://github.com/HelloWorld521/Java,java项目实战练习,MDEwOlJlcG9zaXRvcnk3NTk0Mjc1OA==
680,ASimpleCache,1247,3665,Java,https://github.com/yangfuhai/ASimpleCache,a simple cache for android and java,MDEwOlJlcG9zaXRvcnkxMTcyMDI5Nw==
676,PushPlugin-deprecated,1246,16,Java,https://github.com/bobeast/PushPlugin-deprecated,Push Notification Plugin for iOS and Android,MDEwOlJlcG9zaXRvcnk2ODkxNTIz
681,android-mvp-architecture,1245,4423,Java,https://github.com/janishar/android-mvp-architecture,"This repository contains a detailed sample app that implements MVP architecture using Dagger2,  GreenDao, RxJava2, FastAndroidNetworking and PlaceholderView",MDEwOlJlcG9zaXRvcnk4MDE5MjM3NA==
684,DEPRECATED-data-structures,1244,2744,Java,https://github.com/williamfiset/DEPRECATED-data-structures,A collection of powerful data structures,MDEwOlJlcG9zaXRvcnk2MTQ4MDk4Mw==
683,spring-cloud-config,1243,1860,Java,https://github.com/spring-cloud/spring-cloud-config,External configuration (server and client) for Spring Cloud,MDEwOlJlcG9zaXRvcnkyMDgxMTM0OA==
685,jeecg,1243,2092,Java,https://github.com/jeecgboot/jeecg,JEECG是一款基于代码生成器的J2EE快速开发平台，开源界“小普元”超越传统商业企业级开发平台。引领新的开发模式(Online Coding模式(自定义表单) - > 代码生成器模式 - > 手工MERGE智能开发)， 可以帮助解决Java项目90%的重复工作，让开发更多关注业务逻辑。既能快速提高开发效率，帮助公司节省人力成本，同时又不失灵活性。具备：表单配置能力（无需编码）、移动配置能力、工作流配置能力、报表配置能力（支持移动端）、插件开发能力（可插拔）,MDEwOlJlcG9zaXRvcnk3MzkzNDI3
679,spring5-di-demo,1242,36,Java,https://github.com/springframeworkguru/spring5-di-demo,Spring 5 Dependency Injection Demo,MDEwOlJlcG9zaXRvcnk5MjIxNzk2NQ==
682,ThinkJavaCode,1242,349,Java,https://github.com/AllenDowney/ThinkJavaCode,Supporting code for Think Java by Allen Downey and Chris Mayfield.,MDEwOlJlcG9zaXRvcnk0OTUwOTIzMA==
686,zxing-android-embedded,1241,5379,Java,https://github.com/journeyapps/zxing-android-embedded,"Barcode scanner library for Android, based on the ZXing decoder",MDEwOlJlcG9zaXRvcnk2OTA1NDkz
687,cobar,1240,3185,Java,https://github.com/alibaba/cobar,a proxy for sharding databases and tables,MDEwOlJlcG9zaXRvcnkxNTkzMzA5MQ==
688,springbootwebapp,1239,483,Java,https://github.com/springframeworkguru/springbootwebapp,Spring Boot Web Application ,MDEwOlJlcG9zaXRvcnkzNzI2NTk4MQ==
690,Two-Pointers-1,1239,3,Java,https://github.com/super30admin/Two-Pointers-1,,MDEwOlJlcG9zaXRvcnkxOTY5NjY0MzU=
711,m1-t6-decoder,1237,1,Java,https://github.com/PraktikumJava/m1-t6-decoder,,R_kgDOGGg4bQ
695,TVBox,1237,47,Java,https://github.com/llazyl/TVBox,,R_kgDOHtC4Yg
692,SpringBootLearning,1237,2221,Java,https://github.com/forezp/SpringBootLearning,《Spring Boot教程》源码,MDEwOlJlcG9zaXRvcnk4OTAwMDgwOA==
689,jjwt,1237,8951,Java,https://github.com/jwtk/jjwt,Java JWT: JSON Web Token for Java and Android,MDEwOlJlcG9zaXRvcnkyMzk4MjE4MA==
691,bisq,1236,4269,Java,https://github.com/bisq-network/bisq,A decentralized bitcoin exchange network,MDEwOlJlcG9zaXRvcnkxNzY2MjAyMg==
693,Leetcode,1235,3547,Java,https://github.com/fishercoder1534/Leetcode,Solutions to LeetCode problems; updated daily. Subscribe to my YouTube channel for more.,MDEwOlJlcG9zaXRvcnk2NDU3ODQ1OQ==
696,spring-cloud-repo,1230,1586,Java,https://github.com/benwang6/spring-cloud-repo,,MDEwOlJlcG9zaXRvcnkxODYyNTU2MjQ=
697,Android-Week-View,1229,3388,Java,https://github.com/alamkanak/Android-Week-View,Android Week View is an android library to display calendars (week view or day view) within the app. It supports custom styling.,MDEwOlJlcG9zaXRvcnkyNDEzOTU5Mw==
698,spring-cloud-rest-tcc,1229,2582,Java,https://github.com/prontera/spring-cloud-rest-tcc,"以Spring Cloud Netflix作为服务治理基础, 展示基于tcc思想所实现的分布式事务解决方案",MDEwOlJlcG9zaXRvcnk0NzM4NTU0Nw==
699,java-learning,1226,4104,Java,https://github.com/brianway/java-learning,旨在打造在线最佳的 Java 学习笔记，含博客讲解和源码实例，包括 Java SE 和 Java Web,MDEwOlJlcG9zaXRvcnk1MTM0ODI5MA==
700,Code4Reference,1225,204,Java,https://github.com/rakeshcusat/Code4Reference,This repo has code which  can be referred as example code. These code have been written for learning purpose.,MDEwOlJlcG9zaXRvcnkyNTUzNDAy
701,kubernetes-plugin,1225,2171,Java,https://github.com/jenkinsci/kubernetes-plugin,Jenkins plugin to run dynamic agents in a Kubernetes/Docker environment,MDEwOlJlcG9zaXRvcnkzMDg2MDY3Mw==
702,java-tron,1225,3302,Java,https://github.com/tronprotocol/java-tron,Java implementation of the Tron whitepaper,MDEwOlJlcG9zaXRvcnkxMTU0MTE4MjY=
704,games_oop_javafx,1224,131,Java,https://github.com/peterarsentev/games_oop_javafx,"This project demonstrates how to use Java Fx in OOP Style. All examples are popular games. (Chess, TicTacToe, SeeBattle and etc)",MDEwOlJlcG9zaXRvcnkxMzEwMjc2ODc=
707,DP-2,1224,3,Java,https://github.com/super30admin/DP-2,,MDEwOlJlcG9zaXRvcnkxOTYzMzYwMTc=
703,buck,1223,8512,Java,https://github.com/facebook/buck,"A fast build system that encourages the creation of small, reusable modules over a variety of platforms and languages.",MDEwOlJlcG9zaXRvcnk5NTA0MjE0
706,AntennaPod,1223,4780,Java,https://github.com/AntennaPod/AntennaPod,A podcast manager for Android,MDEwOlJlcG9zaXRvcnk1MjQ0NDQ1
709,junit-studio-lc101,1222,0,Java,https://github.com/LaunchCodeEducation/junit-studio-lc101,,MDEwOlJlcG9zaXRvcnkyMTc5MjMzODM=
710,connectivity-samples,1221,1353,Java,https://github.com/android/connectivity-samples,Multiple samples showing the best practices in connectivity on Android.,MDEwOlJlcG9zaXRvcnkyMDY4NzU5MDE=
708,greys-anatomy,1221,3925,Java,https://github.com/oldmanpushcart/greys-anatomy,Java诊断工具,MDEwOlJlcG9zaXRvcnk2ODAxODUy
716,samplejavaapp,1216,17,Java,https://github.com/lerndevops/samplejavaapp,,MDEwOlJlcG9zaXRvcnkxNjc3MDk5MTY=
712,EffectiveAndroidUI,1214,6027,Java,https://github.com/pedrovgs/EffectiveAndroidUI,"Sample project created to show some of the best Android practices to work in the Android UI Layer. The UI layer of this project has been implemented using MVP or MVVM (without binding engine) to show how this patterns works. This project is used during the talk ""EffectiveAndroidUI"".",MDEwOlJlcG9zaXRvcnkyMTQ5MDk2Mw==
713,cardslib,1214,4695,Java,https://github.com/gabrielemariotti/cardslib,Android Library to build a UI Card,MDEwOlJlcG9zaXRvcnkxMjk4NDc0Ng==
714,cw-advandroid,1213,1462,Java,https://github.com/commonsguy/cw-advandroid,Source Code to _The Busy Coder's Guide To Advanced Android Development_,MDEwOlJlcG9zaXRvcnkyNzg3NDU=
705,java-bridge,1211,18,Java,https://github.com/woowacourse-precourse/java-bridge,,R_kgDOIaejww
715,ribbon,1211,4406,Java,https://github.com/Netflix/ribbon,Ribbon is a Inter Process Communication (remote procedure calls) library with built in software load balancers. The primary usage model involves REST calls with various serialization scheme support.,MDEwOlJlcG9zaXRvcnk3NjE2MTU4
717,nutch,1210,2553,Java,https://github.com/apache/nutch,Apache Nutch is an extensible and scalable web crawler,MDEwOlJlcG9zaXRvcnkyMDYzNzA=
718,android-times-square,1207,4439,Java,https://github.com/square/android-times-square,Standalone Android widget for picking a single date from a calendar view.,MDEwOlJlcG9zaXRvcnk3OTIzMTIz
719,curator,1206,2926,Java,https://github.com/apache/curator,Apache Curator,MDEwOlJlcG9zaXRvcnkxNzM1OTA1Nw==
720,Android-Boilerplate,1205,1875,Java,https://github.com/hitherejoe/Android-Boilerplate,"Android Boilerplate project using RxJava, Dagger 2, Espresso, Mockito + more!",MDEwOlJlcG9zaXRvcnkzMzM1NzkxMQ==
721,arcgis-runtime-samples-android,1205,627,Java,https://github.com/Esri/arcgis-runtime-samples-android,ArcGIS Runtime SDK for Android Samples,MDEwOlJlcG9zaXRvcnkxOTgzNjc0Ng==
725,openshift3mlbparks,1202,41,Java,https://github.com/gshipley/openshift3mlbparks,,MDEwOlJlcG9zaXRvcnkzOTkyMjE0Ng==
724,AndroidProject,1202,5545,Java,https://github.com/getActivity/AndroidProject,Android 技术中台，但愿人长久，搬砖不再有,MDEwOlJlcG9zaXRvcnkxNTQzMDkwODM=
723,sofa-boot,1202,4679,Java,https://github.com/sofastack/sofa-boot,"SOFABoot is a framework that enhances Spring Boot and fully compatible with it, provides readiness check, class isolation, etc.",MDEwOlJlcG9zaXRvcnkxMjc3Mjc3Mjg=
722,circular-progress-button,1202,5643,Java,https://github.com/dmytrodanylyk/circular-progress-button,Android Circular Progress Button,MDEwOlJlcG9zaXRvcnkyMDU5MzA5OQ==
726,ud843-QuakeReport,1199,349,Java,https://github.com/udacity/ud843-QuakeReport,Discover earthquake activity around the world.,MDEwOlJlcG9zaXRvcnk1MDM4NTcxMQ==
728,fineract,1199,893,Java,https://github.com/apache/fineract,Apache Fineract,MDEwOlJlcG9zaXRvcnk0ODQxODU5OQ==
729,JSqlParser,1199,4246,Java,https://github.com/JSQLParser/JSqlParser,JSqlParser parses an SQL statement and translate it into a hierarchy of Java classes. The generated hierarchy can be navigated using the Visitor Pattern,MDEwOlJlcG9zaXRvcnkxOTQ0NzA5
734,BroadleafCommerce,1199,1595,Java,https://github.com/BroadleafCommerce/BroadleafCommerce,Broadleaf Commerce - Enterprise eCommerce framework based on Spring,MDEwOlJlcG9zaXRvcnkyOTQ4OTQ5
727,baseAdapter,1198,4695,Java,https://github.com/hongyangAndroid/baseAdapter,"Android 万能的Adapter for ListView,RecyclerView,GridView等，支持多种Item类型的情况。",MDEwOlJlcG9zaXRvcnk0MDEwMjE4Ng==
730,tink,1196,13065,Java,https://github.com/google/tink,"Tink is a multi-language, cross-platform, open source library that provides cryptographic APIs that are secure, easy to use correctly, and hard(er) to misuse.",MDEwOlJlcG9zaXRvcnkyMDU3MDIxNA==
731,Demos,1196,1783,Java,https://github.com/alidili/Demos,🔥折线图、Retrofit、RxJava、RxLifecycle、DataBinding、MVP、MVVM、自动化测试工具UiAutomator、自定义控件、RecyclerView扩展组件、NDK开发、Design Support Library、蓝牙BLE开发、正则表达式,MDEwOlJlcG9zaXRvcnk5NDgzOTY4OQ==
732,SpringBootVulExploit,1195,4834,Java,https://github.com/LandGrey/SpringBootVulExploit,SpringBoot 相关漏洞学习资料，利用方法和技巧合集，黑盒安全评估 check list,MDEwOlJlcG9zaXRvcnkyNjU1MTMwNjc=
733,DSpace,1195,723,Java,https://github.com/DSpace/DSpace,(Official) The DSpace digital asset management system that powers your Institutional Repository,MDEwOlJlcG9zaXRvcnkzNzQzMzc2
735,netty-learning,1194,3475,Java,https://github.com/code4craft/netty-learning,Netty learning.,MDEwOlJlcG9zaXRvcnkxMjkzOTIwMA==
737,hapi-fhir,1192,1656,Java,https://github.com/hapifhir/hapi-fhir,🔥 HAPI FHIR - Java API for HL7 FHIR Clients and Servers,MDEwOlJlcG9zaXRvcnkyMTE4MDc0MQ==
738,seckill,1192,2194,Java,https://github.com/codingXiaxw/seckill,the source code of `seckill` with development documentation :zap:,MDEwOlJlcG9zaXRvcnk3NDk3Nzg4Mw==
740,DiskLruCache,1191,5742,Java,https://github.com/JakeWharton/DiskLruCache,Java implementation of a Disk-based LRU cache which specifically targets Android compatibility.,MDEwOlJlcG9zaXRvcnkzMTA2Njk2
741,resilience4j,1191,8663,Java,https://github.com/resilience4j/resilience4j,Resilience4j is a fault tolerance library designed for Java8 and functional programming,MDEwOlJlcG9zaXRvcnkzNjc5MzI4MA==
739,IJPay,1191,4330,Java,https://github.com/Javen205/IJPay,IJPay 让支付触手可及，封装了微信支付、QQ支付、支付宝支付、京东支付、银联支付、PayPal 支付等常用的支付方式以及各种常用的接口。不依赖任何第三方 mvc 框架，仅仅作为工具使用简单快速完成支付模块的开发，可轻松嵌入到任何系统里。右上角点下小星星✨ ,MDEwOlJlcG9zaXRvcnk4OTk4Njc3MA==
736,JamsMusicPlayer,1190,9,Java,https://github.com/Ficoxl/JamsMusicPlayer,"A free, powerful and elegant music player for Android.",MDEwOlJlcG9zaXRvcnkyNDQ4NDA2NQ==
