rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
945,C,loadlibrary,4079,374,C,https://github.com/taviso/loadlibrary,taviso,37,2022-01-23T18:34:49Z,Porting Windows Dynamic Link Libraries to Linux
946,C,TIC-80,3939,374,C,https://github.com/nesbox/TIC-80,nesbox,209,2023-03-24T17:11:59Z,"TIC-80 is a fantasy computer for making, playing and sharing tiny games."
947,C,lv_port_esp32,749,374,C,https://github.com/lvgl/lv_port_esp32,lvgl,22,2023-03-21T03:15:01Z,LVGL ported to ESP32 including various display and touchpad drivers
948,C,DigistumpArduino,823,373,C,https://github.com/digistump/DigistumpArduino,digistump,70,2023-01-24T00:15:28Z,"Files to add Digistump support (Digispark, Pro, DigiX) to Arduino 1.6.X (1.6.5+)"
949,C,ChameleonMini,1537,373,C,https://github.com/emsec/ChameleonMini,emsec,58,2022-12-05T17:30:05Z,The ChameleonMini is a versatile contactless smartcard emulator compliant to NFC. The ChameleonMini was developed by https://kasper-oswald.de.  The device is available at https://shop.kasper.it. For further information see the Getting Started Page https://rawgit.com/emsec/ChameleonMini/master/Doc/Doxygen/html/_page__getting_started.html or the Wiki tab above.
950,C,FFmpegMediaMetadataRetriever,1623,373,C,https://github.com/wseemann/FFmpegMediaMetadataRetriever,wseemann,41,2023-01-30T01:16:28Z,FFmpegMediaMetadataRetriever provides a unified interface for retrieving frame and meta data from an input media file.
951,C,Android-RATList,851,283,C,https://github.com/wishihab/Android-RATList,wishihab,0,2023-03-25T12:27:57Z,Android - Remote Access Trojan List
952,C,WinObjEx64,1290,282,C,https://github.com/hfiref0x/WinObjEx64,hfiref0x,0,2023-03-19T11:31:35Z,Windows Object Explorer 64-bit
953,C,fuzzer-test-suite,1326,282,C,https://github.com/google/fuzzer-test-suite,google,3,2021-08-25T17:25:26Z,Set of tests for fuzzing engines
954,C,rtl88x2bu,1359,283,C,https://github.com/cilynx/rtl88x2bu,cilynx,72,2023-02-27T07:29:50Z,rtl88x2bu driver updated for current kernels.
955,C,BIGTREETECH-OCTOPUS-V1.0,386,281,C,https://github.com/bigtreetech/BIGTREETECH-OCTOPUS-V1.0,bigtreetech,86,2022-12-29T05:02:08Z,This is Octopus open source material
956,C,stm32-bootloader,728,281,C,https://github.com/akospasztor/stm32-bootloader,akospasztor,0,2022-12-02T09:35:41Z,Customizable Bootloader for STM32 microcontrollers. This example demonstrates how to perform in-application-programming of a firmware located on an external SD card with FAT32 file system.
957,C,nemo,984,281,C,https://github.com/linuxmint/nemo,linuxmint,600,2023-03-22T23:12:19Z,File browser for Cinnamon
958,C,Goldleaf,2296,281,C,https://github.com/XorTroll/Goldleaf,XorTroll,69,2023-03-26T22:08:07Z,🍂 Multipurpose homebrew tool for Nintendo Switch
959,C,controller,803,280,C,https://github.com/kiibohd/controller,kiibohd,139,2023-02-13T07:28:37Z,Kiibohd Controller
960,C,toybox,1926,280,C,https://github.com/landley/toybox,landley,40,2023-03-26T01:07:25Z,toybox
961,C,android_device_qcom_common,31,280,C,https://github.com/CyanogenMod/android_device_qcom_common,CyanogenMod,0,2021-04-06T18:16:13Z,Shared qcom platform bits for CM
962,C,multirom,400,280,C,https://github.com/Tasssadar/multirom,Tasssadar,61,2019-09-14T17:40:52Z,MultiROM for Nexus 7 and LG Optimus One
963,C,libinjection,938,281,C,https://github.com/client9/libinjection,client9,51,2022-05-31T14:17:44Z,SQL / SQLI tokenizer parser analyzer
964,C,kpatch,1301,278,C,https://github.com/dynup/kpatch,dynup,62,2023-03-23T00:45:47Z,kpatch - live kernel patching
965,C,bcrypt-ruby,1865,280,C,https://github.com/bcrypt-ruby/bcrypt-ruby,bcrypt-ruby,15,2023-01-05T01:14:10Z,"bcrypt-ruby is a Ruby binding for the OpenBSD bcrypt() password hashing algorithm, allowing you to easily store a secure hash of your users' passwords."
966,C,mlt,1219,279,C,https://github.com/mltframework/mlt,mltframework,58,2023-03-27T03:25:44Z,MLT Multimedia Framework
967,C,libva,505,279,C,https://github.com/intel/libva,intel,106,2023-03-24T14:13:46Z,Libva is an implementation for VA-API (Video Acceleration API)
968,C,mpc,2437,279,C,https://github.com/orangeduck/mpc,orangeduck,26,2023-01-10T02:41:58Z,A Parser Combinator library for C
969,C,xdotool,2381,278,C,https://github.com/jordansissel/xdotool,jordansissel,245,2023-03-14T05:30:19Z,"fake keyboard/mouse input, window management, and more "
970,C,aerospike-server,2,278,C,https://github.com/HanumathRao/aerospike-server,HanumathRao,0,2014-06-24T05:34:14Z,Aerospike Database Server
971,C,tslib,530,277,C,https://github.com/libts/tslib,libts,32,2023-03-06T16:41:05Z,Touchscreen access library
972,C,bedtools2,812,277,C,https://github.com/arq5x/bedtools2,arq5x,188,2023-02-02T18:01:40Z,bedtools - the swiss army knife for genome arithmetic
973,C,ametal,400,278,C,https://github.com/zlgopen/ametal,zlgopen,2,2022-11-25T07:15:26Z,芯片级裸机软件包，定义了一系列常用外设（如：UART、IIC、SPI、ADC等）的通用接口，基于通用接口的应用可以跨平台复用。
974,C,julius,1635,277,C,https://github.com/julius-speech/julius,julius-speech,93,2022-09-27T11:46:01Z,Open-Source Large Vocabulary Continuous Speech Recognition Engine
975,C,DungeonRush,1764,276,C,https://github.com/rapiz1/DungeonRush,rapiz1,9,2022-01-17T07:50:07Z,"👾🐍 A opensource game inspired by Snake, written in pure C with SDL"
976,C,ctftool,1591,276,C,https://github.com/taviso/ctftool,taviso,11,2021-09-17T21:02:25Z,Interactive CTF Exploration Tool
977,C,libxlsxwriter,1137,276,C,https://github.com/jmcnamara/libxlsxwriter,jmcnamara,9,2023-03-26T19:22:06Z,A C library for creating Excel XLSX files.
978,C,gmt,698,276,C,https://github.com/GenericMappingTools/gmt,GenericMappingTools,301,2023-03-27T00:23:53Z,The Generic Mapping Tools
979,C,monitoring-plugins,460,275,C,https://github.com/monitoring-plugins/monitoring-plugins,monitoring-plugins,175,2023-03-27T11:13:04Z,Monitoring Plugins
980,C,ThirdParty,318,277,C,https://github.com/EpicGames/ThirdParty,EpicGames,0,2022-09-19T03:45:55Z,Modifications to third party software used by UE4
981,C,uf2-samdx1,210,274,C,https://github.com/microsoft/uf2-samdx1,microsoft,17,2022-12-17T13:23:14Z,USB Mass Storage bootloader (based on UF2) for SAMD21 and SAMD51
982,C,OpenAvnu,407,274,C,https://github.com/Avnu/OpenAvnu,Avnu,196,2023-02-28T12:14:37Z,OpenAvnu - an Avnu sponsored repository for Time Sensitive Network (TSN and AVB) technology
983,C,libetpan,585,273,C,https://github.com/dinhvh/libetpan,dinhvh,49,2023-02-11T21:14:53Z,Mail Framework for C Language
984,C,neomutt,2753,273,C,https://github.com/neomutt/neomutt,neomutt,340,2023-03-27T11:56:07Z,✉️ Teaching an Old Dog New Tricks -- IRC: #neomutt on irc.libera.chat
985,C,CSAPP-Labs,312,273,C,https://github.com/Ethan-Yan27/CSAPP-Labs,Ethan-Yan27,0,2016-07-28T07:59:33Z,《Computer Systems A Programmer's Perspective Second Edition》  important Labs
986,C,libplist,445,274,C,https://github.com/libimobiledevice/libplist,libimobiledevice,25,2023-02-07T11:47:46Z,A library to handle Apple Property List format in binary or XML
987,C,asterisk-chan-dongle,319,274,C,https://github.com/bg111/asterisk-chan-dongle,bg111,169,2022-11-04T09:01:38Z,Automatically exported from code.google.com/p/asterisk-chan-dongle
988,C,hurlex-doc,974,272,C,https://github.com/hurley25/hurlex-doc,hurley25,4,2021-08-09T03:47:52Z,hurlex 小内核分章节代码和文档
989,C,WiFi_Kit_series,617,272,C,https://github.com/Heltec-Aaron-Lee/WiFi_Kit_series,Heltec-Aaron-Lee,116,2023-03-09T05:07:55Z,Arduino source codes and toolchain for WiFi_Kit_series made by HelTecAutomation.
990,C,trezor-mcu,317,272,C,https://github.com/trezor/trezor-mcu,trezor,0,2019-04-10T14:58:17Z,":lock: Don't use this repo, use the new monorepo instead:"
991,C,u-boot,1,277,C,https://github.com/scorp2kk/u-boot,scorp2kk,0,2016-01-15T06:38:54Z,
992,C,tinc,1677,270,C,https://github.com/gsliepen/tinc,gsliepen,80,2022-07-08T02:10:07Z,a VPN daemon
993,C,sof,401,270,C,https://github.com/thesofproject/sof,thesofproject,253,2023-03-27T11:36:53Z,Sound Open Firmware
994,C,QuickJS,2713,270,C,https://github.com/quickjs-zh/QuickJS,quickjs-zh,0,2022-03-19T06:57:34Z,QuickJS是一个小型并且可嵌入的Javascript引擎，它支持ES2020规范，包括模块，异步生成器和代理器。
995,C,SVT-AV1,1,270,C,https://github.com/Kagami/SVT-AV1,Kagami,0,2019-03-16T01:32:48Z,":fork_and_knife: Welcome to the GitHub repo for the SVT-AV1 encoder! To see a list of feature request and view what is planned for the SVT-AV1 encoder, visit our Trello page: bit.ly/SVT-AV1 Help us grow the community by subscribing to our SVT-AV1 mailing list! http://bit.ly/svt-av1-mailing"
996,C,upb,1390,269,C,https://github.com/protocolbuffers/upb,protocolbuffers,29,2023-03-27T03:23:15Z,a small protobuf implementation in C
997,C,unit,2832,269,C,https://github.com/nginx/unit,nginx,173,2023-03-23T00:58:06Z," NGINX Unit – universal web app server – a lightweight and versatile open source server project that works as a reverse proxy, serves static assets, and runs applications in multiple languages. "
998,C,miniz,1705,269,C,https://github.com/richgel999/miniz,richgel999,80,2023-02-14T06:19:05Z,"miniz: Single C source file zlib-replacement library, originally from code.google.com/p/miniz"
999,C,Android-AppDaemon,896,269,C,https://github.com/coolerfall/Android-AppDaemon,coolerfall,1,2016-08-16T02:45:14Z,[Deprecated]App process daemon.
1000,C,bpf_study,1051,267,C,https://github.com/DavadDi/bpf_study,DavadDi,2,2022-04-30T12:25:23Z,bpf 学习仓库
