rank,repo_name,forks,stars,language,repo_url,description,id,last_commit
226,LSPosed,1379,9216,Java,https://github.com/LSPosed/LSPosed,LSPosed Framework,MDEwOlJlcG9zaXRvcnkzMjA3ODU0MzU=,2023-03-28T07:37:04Z
227,VirtualApp,2787,9214,Java,https://github.com/asLody/VirtualApp,Virtual Engine for Android(Support 12.0 in business version),MDEwOlJlcG9zaXRvcnk2MjcyMjgxNA==,2023-03-17T08:15:17Z
228,cryptomator,737,9120,Java,https://github.com/cryptomator/cryptomator,Multi-platform transparent client-side encryption of your files in the cloud,MDEwOlJlcG9zaXRvcnkxNjQ0NjA5OQ==,2023-03-28T12:02:16Z
229,QtScrcpy,1531,9095,Java,https://github.com/barry-ran/QtScrcpy,Android real-time display control software,MDEwOlJlcG9zaXRvcnkxOTMzMDUxMDQ=,2023-03-20T04:07:27Z
230,hello-algo,1012,9056,Java,https://github.com/krahets/hello-algo,"《Hello 算法》是一本动画图解、能运行、可提问的数据结构与算法入门书，支持 Java, C++, Python, Go, JS, TS, C#, Swift, Zig 等语言。",R_kgDOIXtSqw,2023-03-28T04:32:50Z
231,MaterialDesignLibrary,2282,9050,Java,https://github.com/navasmdc/MaterialDesignLibrary,This is a library with components of Android L to you use in android 2.2,MDEwOlJlcG9zaXRvcnkyNDYyODkyMw==,2019-10-16T07:58:26Z
232,metersphere,2146,9027,Java,https://github.com/metersphere/metersphere,MeterSphere 是一站式开源持续测试平台，覆盖测试管理、接口测试、UI 测试和性能测试等。搞测试，就选 MeterSphere！,MDEwOlJlcG9zaXRvcnkyMzc4Njc4ODM=,2023-03-28T11:15:37Z
233,jjwt,1237,8951,Java,https://github.com/jwtk/jjwt,Java JWT: JSON Web Token for Java and Android,MDEwOlJlcG9zaXRvcnkyMzk4MjE4MA==,2023-03-23T19:05:16Z
234,CoreNLP,2684,8909,Java,https://github.com/stanfordnlp/CoreNLP,Stanford CoreNLP: A Java suite of core NLP tools.,MDEwOlJlcG9zaXRvcnkxMTAwODA3Ng==,2023-03-27T23:04:57Z
235,storm,1694,8881,Java,https://github.com/nathanmarz/storm,"Distributed and fault-tolerant realtime computation: stream processing, continuous computation, distributed RPC, and more",MDEwOlJlcG9zaXRvcnkyNDA0MDI3,2017-08-16T04:24:20Z
236,AndroidNote,2106,8866,Java,https://github.com/GcsSloop/AndroidNote,安卓学习笔记,MDEwOlJlcG9zaXRvcnk0OTAzMDQ1MQ==,2021-05-25T00:50:17Z
237,VirtualAPK,1516,8824,Java,https://github.com/didi/VirtualAPK,A powerful and lightweight plugin framework for Android,MDEwOlJlcG9zaXRvcnk5NTc1MDM5MQ==,2022-05-27T02:53:02Z
238,AgentWeb,1609,8818,Java,https://github.com/Justson/AgentWeb, AgentWeb is a powerful library based on Android WebView.,MDEwOlJlcG9zaXRvcnk5MTA2NTQwMg==,2023-03-19T20:45:38Z
239,StatusBarUtil,1742,8803,Java,https://github.com/laobie/StatusBarUtil,A util for setting status bar style on Android App.,MDEwOlJlcG9zaXRvcnk1MTcyNzMyNQ==,2022-06-24T09:55:37Z
240,cim,2764,8786,Java,https://github.com/crossoverJie/cim,📲cim(cross IM) 适用于开发者的分布式即时通讯系统,MDEwOlJlcG9zaXRvcnkxMzQxNjQ3Nzc=,2022-10-04T23:43:04Z
241,testing-samples,3593,8784,Java,https://github.com/android/testing-samples,A collection of samples demonstrating different frameworks and techniques for automated testing,MDEwOlJlcG9zaXRvcnkyNTA2MjMwMw==,2023-03-21T18:25:34Z
242,Android-PullToRefresh,4772,8750,Java,https://github.com/chrisbanes/Android-PullToRefresh,DEPRECATED,MDEwOlJlcG9zaXRvcnkyODc0MDAx,2017-10-13T08:40:58Z
243,feign,1799,8698,Java,https://github.com/OpenFeign/feign,Feign makes writing java http clients easier,MDEwOlJlcG9zaXRvcnkxMDk4MTk5NA==,2023-03-27T14:48:50Z
244,yudao-cloud,2679,8681,Java,https://github.com/YunaiV/yudao-cloud,ruoyi-vue-pro 全新 Cloud 版本，优化重构所有功能。基于 Spring Cloud Alibaba + MyBatis Plus + Vue & Element 实现的后台管理系统 + 用户小程序，支持 RBAC 动态权限、多租户、数据权限、工作流、三方登录、支付、短信、商城等功能。你的 ⭐️ Star ⭐️，是作者生发的动力！,MDEwOlJlcG9zaXRvcnkxODQ2MTE2Nzc=,2023-03-05T14:39:52Z
245,resilience4j,1191,8663,Java,https://github.com/resilience4j/resilience4j,Resilience4j is a fault tolerance library designed for Java8 and functional programming,MDEwOlJlcG9zaXRvcnkzNjc5MzI4MA==,2023-03-25T15:06:51Z
246,android-gpuimage,2247,8638,Java,https://github.com/cats-oss/android-gpuimage,Android filters based on OpenGL (idea from GPUImage for iOS),MDEwOlJlcG9zaXRvcnk2MDcyNDQz,2022-08-03T16:07:30Z
247,CalendarView,1676,8600,Java,https://github.com/huanghaibin-dev/CalendarView,"Android上一个优雅、万能自定义UI、仿iOS、支持垂直、水平方向切换、支持周视图、自定义周起始、性能高效的日历控件，支持热插拔实现的UI定制！支持标记、自定义颜色、农历、自定义月视图各种显示模式等。Canvas绘制，速度快、占用内存低，你真的想不到日历居然还可以如此优雅！An elegant, highly customized and high-performance Calendar Widget on Android.",MDEwOlJlcG9zaXRvcnk4NDYzMTY3OQ==,2022-01-11T15:20:52Z
248,Calligraphy,1101,8600,Java,https://github.com/chrisjenx/Calligraphy,Custom fonts in Android the easy way...,MDEwOlJlcG9zaXRvcnkxNTMyODIxMA==,2019-06-18T10:41:44Z
249,Android_Data,2044,8596,Java,https://github.com/Freelander/Android_Data,"Some Android learning materials, hoping to help you learn Android development.",MDEwOlJlcG9zaXRvcnkzMzM5MDUyMw==,2023-03-11T16:21:50Z
250,awesome-java-leetcode,1755,8518,Java,https://github.com/Blankj/awesome-java-leetcode,:crown: LeetCode of algorithms with java solution(updating).,MDEwOlJlcG9zaXRvcnk4ODUyNDE0OQ==,2020-12-10T15:20:21Z
251,buck,1223,8512,Java,https://github.com/facebook/buck,"A fast build system that encourages the creation of small, reusable modules over a variety of platforms and languages.",MDEwOlJlcG9zaXRvcnk5NTA0MjE0,2023-02-23T13:18:36Z
252,BottomBar,1561,8435,Java,https://github.com/roughike/BottomBar,(Deprecated) A custom view component that mimics the new Material Design Bottom Navigation pattern.,MDEwOlJlcG9zaXRvcnk1Mzk5MTE3MQ==,2021-09-16T11:19:06Z
253,conductor,2109,8430,Java,https://github.com/Netflix/conductor,Conductor is a microservices orchestration engine.,MDEwOlJlcG9zaXRvcnk3NTg4MjE3Mg==,2023-03-28T07:16:50Z
254,junit4,3200,8421,Java,https://github.com/junit-team/junit4,A programmer-oriented testing framework for Java.,MDEwOlJlcG9zaXRvcnkxMDYzMTA=,2023-03-22T16:55:25Z
255,quickstart-android,7438,8402,Java,https://github.com/firebase/quickstart-android,Firebase Quickstart Samples for Android,MDEwOlJlcG9zaXRvcnk1NzE0NzM0OQ==,2023-03-25T00:01:09Z
256,languagetool,1042,8392,Java,https://github.com/languagetool-org/languagetool,Style and Grammar Checker for 25+ Languages,MDEwOlJlcG9zaXRvcnkxMTk4MTE0NA==,2023-03-28T12:07:15Z
257,Android-SpinKit,1301,8389,Java,https://github.com/ybq/Android-SpinKit,Android  loading animations,MDEwOlJlcG9zaXRvcnk1NDMwODExMw==,2022-09-02T10:08:37Z
258,dropwizard,3463,8371,Java,https://github.com/dropwizard/dropwizard,A damn simple library for building production-ready RESTful web services.,MDEwOlJlcG9zaXRvcnkxMjcyMTI5,2023-03-27T20:42:01Z
259,supertokens-core,296,8368,Java,https://github.com/supertokens/supertokens-core,Open source alternative to Auth0 / Firebase Auth / AWS Cognito ,MDEwOlJlcG9zaXRvcnkyMzE5MjE4MDk=,2023-03-28T12:26:33Z
260,debezium,2107,8282,Java,https://github.com/debezium/debezium,Change data capture for a variety of databases. Please log issues at https://issues.redhat.com/browse/DBZ.,MDEwOlJlcG9zaXRvcnk1MDIwNTIzMw==,2023-03-28T07:34:58Z
261,Jetpack-MVVM-Best-Practice,1522,8232,Java,https://github.com/KunMinX/Jetpack-MVVM-Best-Practice,"难得一见 Jetpack MVVM 最佳实践！在 ""以简驭繁"" 代码中，对 ""视图控制器"" 乃至 ""标准化开发模式"" 形成正确、深入理解！",MDEwOlJlcG9zaXRvcnkyMTg2ODk5ODI=,2023-03-13T22:00:15Z
262,AndResGuard,1479,8222,Java,https://github.com/shwenzhang/AndResGuard,proguard resource for Android  by wechat team,MDEwOlJlcG9zaXRvcnk0NDA1MDA2Ng==,2023-03-18T05:05:52Z
263,MaterialViewPager,1502,8188,Java,https://github.com/florent37/MaterialViewPager,A Material Design ViewPager easy to use library,MDEwOlJlcG9zaXRvcnkzNDUzMzI4Ng==,2018-10-12T01:11:20Z
264,epoxy,720,8169,Java,https://github.com/airbnb/epoxy,Epoxy is an Android library for building complex screens in a RecyclerView,MDEwOlJlcG9zaXRvcnk2NTI0NTg5MA==,2023-01-18T11:13:06Z
265,Android-Debug-Database,868,8157,Java,https://github.com/amitshekhariitbhu/Android-Debug-Database,A library for debugging android databases and shared preferences - Make Debugging Great Again,MDEwOlJlcG9zaXRvcnk3MzkyNzM4Mw==,2023-01-18T08:06:22Z
266,Signal-Server,1964,8145,Java,https://github.com/signalapp/Signal-Server,"Server supporting the Signal Private Messenger applications on Android, Desktop, and iOS",MDEwOlJlcG9zaXRvcnkxNTA0MDU5Ng==,2023-03-22T21:50:16Z
267,atlas,1518,8097,Java,https://github.com/alibaba/atlas,A powerful Android Dynamic Component Framework.,MDEwOlJlcG9zaXRvcnk4MzM5ODEwMA==,2022-01-27T14:31:30Z
268,kkFileView,2214,8077,Java,https://github.com/kekingcn/kkFileView,Universal File Online Preview Project based on Spring-Boot,MDEwOlJlcG9zaXRvcnkxMTM5ODMyODk=,2023-03-25T06:06:13Z
269,SpringCloud,3758,8020,Java,https://github.com/zhoutaoo/SpringCloud,基于SpringCloud2.1的微服务开发脚手架，整合了spring-security-oauth2、nacos、feign、sentinel、springcloud-gateway等。服务治理方面引入elasticsearch、skywalking、springboot-admin、zipkin等，让项目开发快速进入业务开发，而不需过多时间花费在架构搭建上。持续更新中,MDEwOlJlcG9zaXRvcnk5ODEwMzMyMg==,2023-02-22T08:43:12Z
270,hsweb-framework,3027,8013,Java,https://github.com/hs-web/hsweb-framework,"hsweb (haʊs wɛb) 是一个基于spring-boot 2.x开发 ,首个使用全响应式编程的企业级后台管理系统基础项目。",MDEwOlJlcG9zaXRvcnk0OTg1MDcwNA==,2023-02-10T03:42:51Z
271,react-native-image-picker,2012,7956,Java,https://github.com/react-native-image-picker/react-native-image-picker,:sunrise_over_mountains: A React Native module that allows you to use native UI to select media from the device library or directly from the camera.,MDEwOlJlcG9zaXRvcnkzNzA5MDg3NQ==,2023-03-20T15:53:01Z
272,LitePal,1595,7947,Java,https://github.com/guolindev/LitePal,An Android library that makes developers use SQLite database extremely easy.,MDEwOlJlcG9zaXRvcnk4MzA1MTMy,2022-08-19T08:29:56Z
273,SimianArmy,1154,7931,Java,https://github.com/Netflix/SimianArmy,Tools for keeping your cloud operating in top form. Chaos Monkey is a resiliency tool that helps applications tolerate random instance failures.,MDEwOlJlcG9zaXRvcnk0OTMxNjU5,2018-12-18T09:29:22Z
274,HomeMirror,689,7890,Java,https://github.com/HannahMitt/HomeMirror,Android application powering the mirror in my house,MDEwOlJlcG9zaXRvcnk0MTIzMzkyMA==,2021-04-27T18:07:36Z
275,cassandra,3350,7885,Java,https://github.com/apache/cassandra,Mirror of Apache Cassandra,MDEwOlJlcG9zaXRvcnkyMDY0MjQ=,2023-03-28T12:21:50Z
276,material-theme-jetbrains,476,7881,Java,https://github.com/ChrisRM/material-theme-jetbrains,JetBrains theme of Material Theme,MDEwOlJlcG9zaXRvcnk0Mjk4NDcyNw==,2022-01-26T21:43:17Z
277,hugo,815,7876,Java,https://github.com/JakeWharton/hugo,Annotation-triggered method call logging for your debug builds.,MDEwOlJlcG9zaXRvcnkxNDY4MTE2OA==,2022-01-05T11:19:51Z
278,shardingsphere-elasticjob,3255,7850,Java,https://github.com/apache/shardingsphere-elasticjob,Distributed scheduled job framework,MDEwOlJlcG9zaXRvcnk0MjMwNDc0OQ==,2023-03-21T09:45:06Z
279,tsunami-security-scanner,868,7813,Java,https://github.com/google/tsunami-security-scanner,Tsunami is a general purpose network security scanner with an extensible plugin system for detecting high severity vulnerabilities with high confidence.,MDEwOlJlcG9zaXRvcnkyNjkxMzcyNjU=,2023-03-23T16:27:10Z
280,spider-flow,1501,7800,Java,https://github.com/ssssssss-team/spider-flow,新一代爬虫平台，以图形化方式定义爬虫流程，不写代码即可完成爬虫。,MDEwOlJlcG9zaXRvcnkyNTA1MTI2MTI=,2023-03-18T04:07:04Z
281,JsonPath,1510,7774,Java,https://github.com/json-path/JsonPath,Java JsonPath implementation,MDEwOlJlcG9zaXRvcnkxMjg3NjY5,2023-03-26T12:00:34Z
282,plantuml,751,7759,Java,https://github.com/plantuml/plantuml,Generate diagrams from textual description,MDEwOlJlcG9zaXRvcnkxMDUxNDc2,2023-03-27T15:26:29Z
283,jna,1623,7737,Java,https://github.com/java-native-access/jna,Java Native Access,MDEwOlJlcG9zaXRvcnkxNjgwNzMz,2023-03-28T10:03:57Z
284,RxLifecycle,656,7714,Java,https://github.com/trello/RxLifecycle,Lifecycle handling APIs for Android apps using RxJava,MDEwOlJlcG9zaXRvcnkzOTM4NTYyMQ==,2023-03-23T15:41:20Z
285,shenyu,2658,7707,Java,https://github.com/apache/shenyu,"Apache ShenYu is a Java native API Gateway for service proxy, protocol conversion and API governance.",MDEwOlJlcG9zaXRvcnkxNDA1NDM4ODY=,2023-03-28T11:53:34Z
286,metrics,1818,7705,Java,https://github.com/dropwizard/metrics,:chart_with_upwards_trend: Capturing JVM- and application-level metrics. So you know what's going on.,MDEwOlJlcG9zaXRvcnk1Mzc4MDA=,2023-03-28T07:39:29Z
287,EhViewer,976,7692,Java,https://github.com/seven332/EhViewer,[DEPRECATED] An Unofficial E-Hentai Application for Android,MDEwOlJlcG9zaXRvcnkxOTc3NzgxMg==,2019-08-09T04:50:17Z
288,UltimateAndroidReference,1288,7661,Java,https://github.com/aritraroy/UltimateAndroidReference,:rocket: Ultimate Android Reference - Your Road to Become a Better Android Developer,MDEwOlJlcG9zaXRvcnk4Nzc4MDA5OA==,2022-09-26T11:08:00Z
289,doris,2211,7628,Java,https://github.com/apache/doris,"Apache Doris is an easy-to-use, high performance and unified analytics database.",MDEwOlJlcG9zaXRvcnk5OTkxOTMwMg==,2023-03-28T12:34:27Z
290,checkstyle,8558,7625,Java,https://github.com/checkstyle/checkstyle,"Checkstyle is a development tool to help programmers write Java code that adheres to a coding standard. By default it supports the Google Java Style Guide and Sun Code Conventions, but is highly configurable. It can be invoked with an ANT task and a command line program.",MDEwOlJlcG9zaXRvcnkxMjQ5OTI1MQ==,2023-03-28T11:27:59Z
291,sonarqube,1802,7620,Java,https://github.com/SonarSource/sonarqube,Continuous Inspection,MDEwOlJlcG9zaXRvcnkxMjIyNTA0,2023-03-27T20:03:20Z
292,otter,2514,7609,Java,https://github.com/alibaba/otter,阿里巴巴分布式数据库同步系统(解决中美异地机房),MDEwOlJlcG9zaXRvcnkxMTk5NzY0MA==,2023-01-14T01:51:45Z
293,spring-security,5394,7557,Java,https://github.com/spring-projects/spring-security,Spring Security,MDEwOlJlcG9zaXRvcnkzMTQ4OTc5,2023-03-28T00:12:21Z
294,RxJava-Android-Samples,1406,7547,Java,https://github.com/kaushikgopal/RxJava-Android-Samples,Learning RxJava for Android by example,MDEwOlJlcG9zaXRvcnkyMjEzMjUxMg==,2022-09-18T04:34:50Z
295,AndroidPdfViewer,1727,7542,Java,https://github.com/barteksc/AndroidPdfViewer,Android view for displaying PDFs rendered with PdfiumAndroid,MDEwOlJlcG9zaXRvcnk2MDI5NDY4Mg==,2022-12-05T14:33:08Z
296,subsampling-scale-image-view,1118,7517,Java,https://github.com/davemorrissey/subsampling-scale-image-view,"Android library (AAR). Highly configurable, easily extendable deep zoom view for displaying huge images without loss of detail. Perfect for photo galleries, maps, building plans etc.",MDEwOlJlcG9zaXRvcnkxMjM4NDM1Mw==,2022-03-30T10:42:13Z
297,litho,743,7515,Java,https://github.com/facebook/litho,A declarative framework for building efficient UIs on Android.,MDEwOlJlcG9zaXRvcnk4MDE3OTcyNA==,2023-03-28T01:11:20Z
298,trino,2242,7512,Java,https://github.com/trinodb/trino,"Official repository of Trino, the distributed SQL query engine for big data, formerly known as PrestoSQL (https://trino.io)",MDEwOlJlcG9zaXRvcnkxNjY1MTUwMjI=,2023-03-28T10:16:45Z
299,cachecloud,2048,7485,Java,https://github.com/sohutv/cachecloud,"搜狐视频(sohu tv)Redis私有云平台 ：支持Redis多种架构(Standalone、Sentinel、Cluster)高效管理、有效降低大规模redis运维成本，提升资源管控能力和利用率。平台提供快速搭建/迁移，运维管理，弹性伸缩，统计监控，客户端整合接入等功能。(CacheCloud is a Redis cloud management platform. It supports Standalone, Sentinel, and Cluster architectures for Redis, effectively reducing large-scale Redis operation and maintenance costs, and improving resource management and utilization. The platform provides rapid construction/migration, operation and maintenance management, elastic scaling, statistical monitoring, client integration and access and other functions)",MDEwOlJlcG9zaXRvcnk1MDQwNjU0NA==,2023-03-17T01:36:33Z
300,datahub,2134,7468,Java,https://github.com/datahub-project/datahub,The Metadata Platform for the Modern Data Stack,MDEwOlJlcG9zaXRvcnk0NjM5ODA5MA==,2023-03-28T11:34:48Z
301,toBeBetterJavaer,1125,7464,Java,https://github.com/itwanger/toBeBetterJavaer,一份通俗易懂、风趣幽默的Java学习指南，内容涵盖Java基础、Java并发编程、Java虚拟机、Java企业级开发、Java面试等核心知识点。学Java，就认准二哥的Java进阶之路😄,MDEwOlJlcG9zaXRvcnkxNTY2MjczNjU=,2023-03-27T00:58:48Z
302,vjtools,1506,7439,Java,https://github.com/vipshop/vjtools,"The vip.com's java coding standard, libraries and tools",MDEwOlJlcG9zaXRvcnkxMzUyNzAyODU=,2022-11-22T08:49:11Z
303,MyBookshelf,1844,7378,Java,https://github.com/gedoor/MyBookshelf,阅读是一款可以自定义来源阅读网络内容的工具，为广大网络文学爱好者提供一种方便、快捷舒适的试读体验。,MDEwOlJlcG9zaXRvcnkxMzcwMTM5NTI=,2022-04-01T02:57:15Z
304,hellocharts-android,1636,7370,Java,https://github.com/lecho/hellocharts-android,"Charts library for Android compatible with API 8+, several chart types with scaling, scrolling and animations 📊",MDEwOlJlcG9zaXRvcnkyNTExNDc1MQ==,2021-06-01T03:12:09Z
305,AndroidAsync,1566,7357,Java,https://github.com/koush/AndroidAsync,"Asynchronous socket, http(s) (client+server) and websocket library for android. Based on nio, not threads.",MDEwOlJlcG9zaXRvcnk1NTM3MTIx,2022-11-23T15:20:07Z
306,aws-doc-sdk-examples,4932,7313,Java,https://github.com/awsdocs/aws-doc-sdk-examples,"Welcome to the AWS Code Examples Repository.  This repo contains code examples used in the AWS documentation, AWS SDK Developer Guides, and more. For more information, see the Readme.md file below.",MDEwOlJlcG9zaXRvcnk2NjAyMzYwNQ==,2023-03-27T22:23:48Z
307,dagger,3084,7292,Java,https://github.com/square/dagger,A fast dependency injector for Android and Java.,MDEwOlJlcG9zaXRvcnk1Mjc5MDkx,2021-08-26T11:07:52Z
308,android-classyshark,887,7288,Java,https://github.com/google/android-classyshark,Android and Java bytecode viewer,MDEwOlJlcG9zaXRvcnk0NDEwOTc0NQ==,2022-07-14T06:24:44Z
309,Android-Bootstrap,1461,7271,Java,https://github.com/Bearded-Hen/Android-Bootstrap,"Bootstrap style widgets for Android, with Glyph Icons",MDEwOlJlcG9zaXRvcnkxNDA0NjU2Mw==,2021-09-02T06:14:15Z
310,Paper,1832,7267,Java,https://github.com/PaperMC/Paper,High performance Spigot fork that aims to fix gameplay and mechanics inconsistencies,MDEwOlJlcG9zaXRvcnk1MDE2MDI2MQ==,2023-03-28T05:34:15Z
311,MVVMHabit,1666,7263,Java,https://github.com/goldze/MVVMHabit,👕基于谷歌最新AAC架构，MVVM设计模式的一套快速开发库，整合Okhttp+RxJava+Retrofit+Glide等主流模块，满足日常开发需求。使用该框架可以快速开发一个高质量、易维护的Android应用。,MDEwOlJlcG9zaXRvcnk5NzkzNjkzOA==,2022-08-11T09:18:55Z
312,sweet-alert-dialog,1962,7262,Java,https://github.com/pedant/sweet-alert-dialog,"SweetAlert for Android, a beautiful and clever alert dialog",MDEwOlJlcG9zaXRvcnkyNTQyMjYzMw==,2021-08-31T11:15:13Z
313,ShortcutBadger,1325,7260,Java,https://github.com/leolin310148/ShortcutBadger,"An Android library supports badge notification like iOS in Samsung, LG, Sony and HTC launchers.",MDEwOlJlcG9zaXRvcnkxNDQyNDI4NA==,2022-11-29T15:20:47Z
314,agera,659,7245,Java,https://github.com/google/agera,Reactive Programming for Android,MDEwOlJlcG9zaXRvcnk0ODE3NTYyMA==,2022-01-13T14:58:57Z
315,UltimateRecyclerView,1452,7231,Java,https://github.com/cymcsg/UltimateRecyclerView,"A RecyclerView(advanced and flexible version of ListView in Android) with refreshing,loading more,animation and many other features.",MDEwOlJlcG9zaXRvcnkyOTk0NjQ2NA==,2020-07-21T09:50:37Z
316,TakePhoto,1520,7220,Java,https://github.com/crazycodeboy/TakePhoto,一款用于在Android设备上获取照片（拍照或从相册、文件中选择）、裁剪图片、压缩图片的开源工具库,MDEwOlJlcG9zaXRvcnk0MDE1Nzk5NQ==,2019-08-26T09:42:27Z
317,algs4,2653,7201,Java,https://github.com/kevin-wayne/algs4,"Algorithms, 4th edition textbook code and libraries",MDEwOlJlcG9zaXRvcnk0MTY2NzM5NA==,2022-11-27T11:25:04Z
318,WeChatLuckyMoney,2275,7165,Java,https://github.com/geeeeeeeeek/WeChatLuckyMoney,:money_with_wings: WeChat's lucky money helper (微信抢红包插件) by Zhongyi Tong. An Android app that helps you snatch red packets in WeChat groups. ,MDEwOlJlcG9zaXRvcnk0MzQ0MzQ5OQ==,2019-01-25T02:02:51Z
319,swagger-core,2136,7155,Java,https://github.com/swagger-api/swagger-core,"Examples and server integrations for generating the Swagger API Specification, which enables easy access to your REST API",MDEwOlJlcG9zaXRvcnkyMDAzNjQx,2023-03-24T16:52:51Z
320,ActionBarSherlock,3622,7136,Java,https://github.com/JakeWharton/ActionBarSherlock,[DEPRECATED] Action bar implementation which uses the native action bar on Android 4.0+ and a custom implementation on pre-4.0 through a single API and theme.,MDEwOlJlcG9zaXRvcnkxNDUxMDYw,2015-12-17T17:54:50Z
321,SpringCloud-Learning,2904,7134,Java,https://github.com/dyc87112/SpringCloud-Learning,Spring Cloud基础教程，持续连载更新中,MDEwOlJlcG9zaXRvcnk2NjE3OTc4Nw==,2023-02-22T07:00:15Z
322,zfile,1494,7130,Java,https://github.com/zfile-dev/zfile,在线云盘、网盘、OneDrive、云存储、私有云、对象存储、h5ai、上传、下载,MDEwOlJlcG9zaXRvcnkyMDMxODM2NzM=,2023-03-05T09:06:58Z
323,RePlugin,1505,7117,Java,https://github.com/Qihoo360/RePlugin,"RePlugin - A flexible, stable, easy-to-use Android Plug-in Framework",MDEwOlJlcG9zaXRvcnk5MzczMjcwMg==,2022-10-26T09:44:28Z
324,flyway,1371,7089,Java,https://github.com/flyway/flyway,Flyway by Redgate • Database Migrations Made Easy.,MDEwOlJlcG9zaXRvcnk3MTcwMDU4,2023-03-27T16:55:46Z
325,Mapper,1609,7063,Java,https://github.com/abel533/Mapper,Mybatis Common Mapper - Easy to use,MDEwOlJlcG9zaXRvcnkyNjk1Njc2Nw==,2023-01-02T12:02:13Z
326,LeetCode,1890,7062,Java,https://github.com/yuanguangxin/LeetCode,LeetCode刷题记录与面试整理,MDEwOlJlcG9zaXRvcnkyMzMxNTYyMTA=,2023-03-03T08:23:05Z
327,im-server,1649,7060,Java,https://github.com/wildfirechat/im-server,即时通讯(IM)系统,MDEwOlJlcG9zaXRvcnkxNjcyMDQ2MTM=,2023-03-24T07:58:33Z
328,SmartTabLayout,1360,6997,Java,https://github.com/ogaclejapan/SmartTabLayout,A custom ViewPager title strip which gives continuous feedback to the user when scrolling,MDEwOlJlcG9zaXRvcnkzMDc5NDcyMg==,2020-06-03T06:02:33Z
329,lawnchair,976,6965,Java,https://github.com/LawnchairLauncher/lawnchair,No clever tagline needed.,MDEwOlJlcG9zaXRvcnk4Mzc5OTQzOQ==,2023-03-28T09:44:00Z
330,XPopup,1105,6946,Java,https://github.com/li-xiaojun/XPopup,"🔥XPopup2.0版本重磅来袭，2倍以上性能提升，带来可观的动画性能优化和交互细节的提升！！！功能强大，交互优雅，动画丝滑的通用弹窗！可以替代Dialog，PopupWindow，PopupMenu，BottomSheet，DrawerLayout，Spinner等组件，自带十几种效果良好的动画， 支持完全的UI和动画自定义！(Powerful and Beautiful Popup for Android，can absolutely replace Dialog，PopupWindow，PopupMenu，BottomSheet，DrawerLayout，Spinner. With built-in animators , very easy to custom popup view.)",MDEwOlJlcG9zaXRvcnkxNjA3Nzk5Njk=,2023-02-13T03:05:53Z
331,testcontainers-java,1409,6938,Java,https://github.com/testcontainers/testcontainers-java,"Testcontainers is a Java library that supports JUnit tests, providing lightweight, throwaway instances of common databases, Selenium web browsers, or anything else that can run in a Docker container.",MDEwOlJlcG9zaXRvcnkzMzgxNjQ3Mw==,2023-03-28T00:15:49Z
332,karate,1753,6911,Java,https://github.com/karatelabs/karate,Test Automation Made Simple,MDEwOlJlcG9zaXRvcnk4MTIyNjIwNg==,2023-03-27T10:07:27Z
333,FrameworkBenchmarks,1846,6881,Java,https://github.com/TechEmpower/FrameworkBenchmarks,Source for the TechEmpower Framework Benchmarks project,MDEwOlJlcG9zaXRvcnk4OTU3MjY0,2023-03-27T17:36:51Z
334,Shadow,1175,6879,Java,https://github.com/Tencent/Shadow,零反射全动态Android插件框架,MDEwOlJlcG9zaXRvcnkxOTE3NDQ5NDI=,2023-03-02T02:14:50Z
335,okhttputils,2419,6873,Java,https://github.com/hongyangAndroid/okhttputils,[停止维护]okhttp的辅助类,MDEwOlJlcG9zaXRvcnk0MDkwMzI3Ng==,2022-10-12T06:21:59Z
336,xmall,2553,6871,Java,https://github.com/Exrick/xmall,基于SOA架构的分布式电商购物商城 前后端分离 前台商城:Vue全家桶 后台管理系统:Dubbo/SSM/Elasticsearch/Redis/MySQL/ActiveMQ/Shiro/Zookeeper等,MDEwOlJlcG9zaXRvcnk5ODU5NjAwMQ==,2022-12-16T08:55:14Z
337,jmeter,1844,6865,Java,https://github.com/apache/jmeter,Apache JMeter open-source load testing tool for analyzing and measuring the performance of a variety of services,MDEwOlJlcG9zaXRvcnk2ODgzNTI=,2023-03-26T12:15:16Z
338,VBlog,2893,6861,Java,https://github.com/lenve/VBlog,V部落，Vue+SpringBoot实现的多用户博客管理平台!,MDEwOlJlcG9zaXRvcnkxMTU0MTQ1MTk=,2022-12-07T11:03:56Z
339,elasticsearch-sql,1516,6834,Java,https://github.com/NLPchina/elasticsearch-sql,Use SQL to query Elasticsearch,MDEwOlJlcG9zaXRvcnkyMzI4Mjk5MQ==,2023-01-04T15:03:15Z
340,Timber,2157,6828,Java,https://github.com/naman14/Timber,Material Design Music Player,MDEwOlJlcG9zaXRvcnkzNzMzMzIxNA==,2023-01-27T10:32:14Z
341,closure-compiler,1155,6800,Java,https://github.com/google/closure-compiler,A JavaScript checker and optimizer.,MDEwOlJlcG9zaXRvcnkxODg0NTAyNA==,2023-03-27T20:31:08Z
342,DroidPlugin,2552,6795,Java,https://github.com/DroidPluginTeam/DroidPlugin,"A plugin framework on android,Run any third-party apk without installation, modification or repackage",MDEwOlJlcG9zaXRvcnk0MTQ4MjI5Ng==,2021-07-07T10:00:16Z
