rank,repo_name,forks,stars,language,repo_url,description,id,last_commit
1,JavaGuide,43693,132310,Java,https://github.com/Snailclimb/JavaGuide,「Java学习+面试指南」一份涵盖大部分 Java 程序员所需要掌握的核心知识。准备 Java 面试，首选 JavaGuide！,MDEwOlJlcG9zaXRvcnkxMzI0NjQzOTU=,2023-03-28T07:21:43Z
2,react-native,23093,108579,Java,https://github.com/facebook/react-native,A framework for building native applications using React,MDEwOlJlcG9zaXRvcnkyOTAyODc3NQ==,2023-03-28T12:34:11Z
3,java-design-patterns,24767,80467,Java,https://github.com/iluwatar/java-design-patterns,Design patterns implemented in Java,MDEwOlJlcG9zaXRvcnkyMjc5MDQ4OA==,2023-03-28T05:51:02Z
4,LeetCodeAnimation,13855,72664,Java,https://github.com/MisterBooo/LeetCodeAnimation,Demonstrate all the questions on LeetCode in the form of animation.（用动画的形式呈现解LeetCode题目的思路）,MDEwOlJlcG9zaXRvcnkxNjA2NDAwOTQ=,2023-03-21T01:33:14Z
5,advanced-java,18166,69307,Java,https://github.com/doocs/advanced-java,😮 Core Interview Questions & Answers For Experienced Java(Backend) Developers | 互联网 Java 工程师进阶知识完全扫盲：涵盖高并发、分布式、高可用、微服务、海量数据处理等领域知识,MDEwOlJlcG9zaXRvcnkxNTE4MzQwNjI=,2023-03-27T22:14:48Z
6,spring-boot,38277,66325,Java,https://github.com/spring-projects/spring-boot,Spring Boot,MDEwOlJlcG9zaXRvcnk2Mjk2Nzkw,2023-03-28T11:15:30Z
7,mall,26476,64421,Java,https://github.com/macrozheng/mall,mall项目是一套电商系统，包括前台商城系统及后台管理系统，基于SpringBoot+MyBatis实现，采用Docker容器化部署。 前台商城系统包含首页门户、商品推荐、商品搜索、商品展示、购物车、订单流程、会员中心、客户服务、帮助中心等模块。 后台管理系统包含商品管理、订单管理、会员管理、促销管理、运营管理、内容管理、统计报表、财务管理、权限管理、设置等模块。,MDEwOlJlcG9zaXRvcnkxMjc5ODgwMTE=,2023-03-27T06:28:13Z
8,elasticsearch,22897,63165,Java,https://github.com/elastic/elasticsearch,"Free and Open, Distributed, RESTful Search Engine",MDEwOlJlcG9zaXRvcnk1MDc3NzU=,2023-03-28T12:29:37Z
9,GitHub-Chinese-Top-Charts,8812,60792,Java,https://github.com/GrowingGit/GitHub-Chinese-Top-Charts,:cn: GitHub中文排行榜，各语言分设「软件 | 资料」榜单，精准定位中文好项目。各取所需，高效学习。,MDEwOlJlcG9zaXRvcnkyMDY0NjI3NzY=,2023-03-28T01:24:04Z
10,interviews,12525,59428,Java,https://github.com/kdn251/interviews,Everything you need to know to get the job.,MDEwOlJlcG9zaXRvcnk4MTk3NTM3Mg==,2023-02-18T16:00:23Z
11,spring-framework,35817,51233,Java,https://github.com/spring-projects/spring-framework,Spring Framework,MDEwOlJlcG9zaXRvcnkxMTQ4NzUz,2023-03-28T12:27:46Z
12,Java,16742,50868,Java,https://github.com/TheAlgorithms/Java,All Algorithms implemented in Java,MDEwOlJlcG9zaXRvcnk2MzQ3NzY2MA==,2023-03-28T12:32:06Z
13,guava,10451,47061,Java,https://github.com/google/guava,Google core libraries for Java,MDEwOlJlcG9zaXRvcnkyMDMwMDE3Nw==,2023-03-28T12:20:05Z
14,RxJava,7670,46880,Java,https://github.com/ReactiveX/RxJava,RxJava – Reactive Extensions for the JVM – a library for composing asynchronous and event-based programs using observable sequences for the Java VM.,MDEwOlJlcG9zaXRvcnk3NTA4NDEx,2023-03-27T04:58:23Z
15,retrofit,7253,41323,Java,https://github.com/square/retrofit,A type-safe HTTP client for Android and the JVM,MDEwOlJlcG9zaXRvcnk4OTIyNzU=,2023-03-26T20:06:14Z
16,dubbo,25749,38630,Java,https://github.com/apache/dubbo,"Apache Dubbo is a high-performance, java based, open source RPC framework.",MDEwOlJlcG9zaXRvcnk0NzEwOTIw,2023-03-28T10:41:28Z
17,ghidra,4755,38114,Java,https://github.com/NationalSecurityAgency/ghidra,Ghidra is a software reverse engineering (SRE) framework,MDEwOlJlcG9zaXRvcnkxNzMyMjg0MzY=,2023-03-28T10:02:05Z
18,MPAndroidChart,8913,36276,Java,https://github.com/PhilJay/MPAndroidChart,"A powerful 🚀 Android chart view / graph view library, supporting line- bar- pie- radar- bubble- and candlestick charts as well as scaling, panning and animations.",MDEwOlJlcG9zaXRvcnkxOTE0ODk0OQ==,2023-03-20T14:11:45Z
19,jeecg-boot,13308,34023,Java,https://github.com/jeecgboot/jeecg-boot,⭐️「企业级低代码平台」前后端分离架构SpringBoot 2.x，SpringCloud，Ant Design&Vue，Mybatis，Shiro，JWT。强大的代码生成器让前后端代码一键生成，无需写任何代码! 引领新的开发模式OnlineCoding->代码生成->手工MERGE，帮助Java项目解决70%重复工作，让开发更关注业务，既能快速提高效率，帮助公司节省成本，同时又不失灵活性。,MDEwOlJlcG9zaXRvcnkxNTkxNTI5MDQ=,2023-03-15T03:36:27Z
20,jadx,4231,33890,Java,https://github.com/skylot/jadx,Dex to Java decompiler,MDEwOlJlcG9zaXRvcnk4ODU5NDc0,2023-03-25T15:44:53Z
21,lottie-android,5345,33728,Java,https://github.com/airbnb/lottie-android,"Render After Effects animations natively on Android and iOS, Web, and React Native",MDEwOlJlcG9zaXRvcnk3MDE5ODg3NQ==,2023-03-01T09:39:42Z
22,tutorials,53004,33719,Java,https://github.com/eugenp/tutorials,"Just Announced - ""Learn Spring Security OAuth"": ",MDEwOlJlcG9zaXRvcnk5NzU0OTgz,2023-03-28T12:20:34Z
23,glide,6046,33477,Java,https://github.com/bumptech/glide,An image loading and caching library for Android focused on smooth scrolling,MDEwOlJlcG9zaXRvcnkxMTI2NzUwOQ==,2023-03-27T21:29:54Z
24,hello-algorithm,6197,32165,Java,https://github.com/geekxh/hello-algorithm,🌍 针对小白的算法训练 | 包括四部分：①.大厂面经 ②.力扣图解  ③.千本开源电子书 ④.百张技术思维导图（项目花了上百小时，希望可以点 star 支持，🌹感谢~）点击下方网站，马上开始刷题！,MDEwOlJlcG9zaXRvcnkyNjc3NzU2Mjk=,2022-08-08T01:20:14Z
25,arthas,6915,32033,Java,https://github.com/alibaba/arthas,Alibaba Java Diagnostic Tool Arthas/Alibaba Java诊断利器Arthas,MDEwOlJlcG9zaXRvcnkxNDY2MzM1ODk=,2023-03-22T07:14:02Z
26,AndroidUtilCode,10565,31973,Java,https://github.com/Blankj/AndroidUtilCode,:fire: Android developers should collect the following utils(updating).,MDEwOlJlcG9zaXRvcnk2NDU1ODE0Mw==,2023-03-16T03:31:50Z
27,dbeaver,2811,31269,Java,https://github.com/dbeaver/dbeaver,Free universal database tool and SQL client,MDEwOlJlcG9zaXRvcnk0NDY2MjY2OQ==,2023-03-28T11:50:12Z
28,netty,15194,30924,Java,https://github.com/netty/netty,Netty project - an event-driven asynchronous network application framework,MDEwOlJlcG9zaXRvcnkxMDY0NTYz,2023-03-28T08:21:13Z
29,zxing,9279,30831,Java,https://github.com/zxing/zxing,"ZXing (""Zebra Crossing"") barcode scanning library for Java, Android",MDEwOlJlcG9zaXRvcnkyNTYyNzUx,2023-03-23T17:48:54Z
30,spring-boot-demo,10039,29067,Java,https://github.com/xkcoding/spring-boot-demo,🚀一个用来深入学习并实战 Spring Boot 的项目。,MDEwOlJlcG9zaXRvcnkxMTAyMTExNDc=,2022-12-22T02:27:52Z
31,spring-boot-examples,12225,28711,Java,https://github.com/ityouknow/spring-boot-examples,about learning Spring Boot via examples. Spring Boot 教程、技术栈示例代码，快速简单上手教程。 ,MDEwOlJlcG9zaXRvcnk3MjkwNzI1Mw==,2022-12-29T02:11:04Z
32,apollo,10096,27895,Java,https://github.com/apolloconfig/apollo,Apollo is a reliable configuration management system suitable for microservice configuration management scenarios.,MDEwOlJlcG9zaXRvcnk1MzEyNzQwMw==,2023-03-28T12:16:48Z
33,easyexcel,6986,27251,Java,https://github.com/alibaba/easyexcel,快速、简洁、解决大文件内存溢出的java处理Excel工具,MDEwOlJlcG9zaXRvcnkxMjAzOTUxNzY=,2023-03-28T05:36:26Z
34,JCSprout,7153,26958,Java,https://github.com/crossoverJie/JCSprout,"👨‍🎓 Java Core Sprout : basic, concurrent, algorithm ",MDEwOlJlcG9zaXRvcnkxMTQ1MjMxODQ=,2022-10-24T12:27:21Z
35,druid,8355,26701,Java,https://github.com/alibaba/druid,阿里云计算平台DataWorks(https://help.aliyun.com/document_detail/137663.html) 团队出品，为监控而生的数据库连接池,MDEwOlJlcG9zaXRvcnkyNzAwMTU5,2023-03-26T06:28:23Z
36,halo,8421,26493,Java,https://github.com/halo-dev/halo,强大易用的开源建站工具。,MDEwOlJlcG9zaXRvcnkxMjYxNzg2ODM=,2023-03-28T09:42:44Z
37,selenium,7455,26145,Java,https://github.com/SeleniumHQ/selenium,A browser automation framework and ecosystem.,MDEwOlJlcG9zaXRvcnk3NjEzMjU3,2023-03-27T20:51:25Z
38,nacos,11494,25867,Java,https://github.com/alibaba/nacos,"an easy-to-use dynamic service discovery, configuration and service management platform for building cloud native applications.",MDEwOlJlcG9zaXRvcnkxMzc0NTE0MDM=,2023-03-28T11:37:42Z
39,miaosha,6658,25789,Java,https://github.com/qiurunze123/miaosha,⭐⭐⭐⭐秒杀系统设计与实现.互联网工程师进阶与分析🙋🐓,MDEwOlJlcG9zaXRvcnkxNDg3MzYyNDM=,2022-10-19T04:50:10Z
40,hutool,7025,25787,Java,https://github.com/dromara/hutool,🍬A set of tools that keep Java sweet.,MDEwOlJlcG9zaXRvcnkxODcyMzgzNg==,2023-03-28T11:10:13Z
41,vhr,10214,25736,Java,https://github.com/lenve/vhr,微人事是一个前后端分离的人力资源管理系统，项目采用SpringBoot+Vue开发。,MDEwOlJlcG9zaXRvcnkxMTYyMzc4MjM=,2023-03-17T02:16:10Z
42,butterknife,4685,25647,Java,https://github.com/JakeWharton/butterknife,Bind Android views and callbacks to fields and methods.,MDEwOlJlcG9zaXRvcnk4NTc1MTM3,2022-03-08T16:26:04Z
43,canal,7176,25352,Java,https://github.com/alibaba/canal,阿里巴巴 MySQL binlog 增量订阅&消费组件 ,MDEwOlJlcG9zaXRvcnk3NTg3MDM4,2023-03-23T05:46:10Z
44,SpringAll,7564,25254,Java,https://github.com/wuyouzhuguli/SpringAll,循序渐进，学习Spring Boot、Spring Boot & Shiro、Spring Batch、Spring Cloud、Spring Cloud Alibaba、Spring Security & Spring Security OAuth2，博客Spring系列源码：https://mrbird.cc,MDEwOlJlcG9zaXRvcnkxMzE3ODk0OTQ=,2022-10-31T09:56:20Z
45,fastjson,6516,25223,Java,https://github.com/alibaba/fastjson,"FASTJSON 2.0.x has been released, faster and more secure, recommend you upgrade.",MDEwOlJlcG9zaXRvcnkyNzAwNDc0,2023-03-19T12:57:40Z
46,spring-cloud-alibaba,7694,25161,Java,https://github.com/alibaba/spring-cloud-alibaba,Spring Cloud Alibaba provides a one-stop solution for application development for the distributed solutions of Alibaba middleware.,MDEwOlJlcG9zaXRvcnkxMTI3ODU0MTQ=,2023-03-28T10:27:46Z
47,proxyee-down,4543,25083,Java,https://github.com/proxyee-down-org/proxyee-down,http下载工具，基于http代理，支持多连接分块下载,MDEwOlJlcG9zaXRvcnkxMDgyNTI4OTI=,2022-10-26T09:46:16Z
48,toBeTopJavaer,5408,24500,Java,https://github.com/hollischuang/toBeTopJavaer,To Be Top Javaer - Java工程师成神之路,MDEwOlJlcG9zaXRvcnkxNTQ2NDgxMTI=,2023-02-22T02:32:21Z
49,kafka,12445,24483,Java,https://github.com/apache/kafka,Mirror of Apache Kafka,MDEwOlJlcG9zaXRvcnkyMjExMjQz,2023-03-28T12:32:51Z
50,EventBus,4681,24304,Java,https://github.com/greenrobot/EventBus,"Event bus for Android and Java that simplifies communication between Activities, Fragments, Threads, Services, etc. Less code, better quality.",MDEwOlJlcG9zaXRvcnk1MDcwMzg5,2023-03-19T15:52:12Z
51,SmartRefreshLayout,4912,24112,Java,https://github.com/scwang90/SmartRefreshLayout,🔥下拉刷新、上拉加载、二级刷新、淘宝二楼、RefreshLayout、OverScroll，Android智能下拉刷新框架，支持越界回弹、越界拖动，具有极强的扩展性，集成了几十种炫酷的Header和 Footer。,MDEwOlJlcG9zaXRvcnk5MzE1MjIyMw==,2023-01-12T14:29:16Z
52,xxl-job,9943,23909,Java,https://github.com/xuxueli/xxl-job,A distributed task scheduling framework.（分布式任务调度平台XXL-JOB）,MDEwOlJlcG9zaXRvcnk0NzAyMzYwMw==,2023-03-24T03:10:06Z
53,seata,8399,23551,Java,https://github.com/seata/seata,":fire: Seata is an easy-to-use, high-performance, open source distributed transaction solution.",MDEwOlJlcG9zaXRvcnkxNjMzODczMzc=,2023-03-28T12:08:51Z
54,BaseRecyclerViewAdapterHelper,5022,23470,Java,https://github.com/CymChad/BaseRecyclerViewAdapterHelper,BRVAH:Powerful and flexible RecyclerAdapter,MDEwOlJlcG9zaXRvcnk1NTg4Njc5OA==,2023-03-20T09:49:20Z
55,Signal-Android,5727,23448,Java,https://github.com/signalapp/Signal-Android,A private messenger for Android.,MDEwOlJlcG9zaXRvcnkyOTkwMTky,2023-03-24T18:53:26Z
56,Hystrix,4687,23278,Java,https://github.com/Netflix/Hystrix,"Hystrix is a latency and fault tolerance library designed to isolate points of access to remote systems, services and 3rd party libraries, stop cascading failure and enable resilience in complex distributed systems where failure is inevitable.",MDEwOlJlcG9zaXRvcnk2NzY2NTU4,2023-03-24T08:54:02Z
57,NewPipe,2616,23134,Java,https://github.com/TeamNewPipe/NewPipe,A libre lightweight streaming front-end for Android.,MDEwOlJlcG9zaXRvcnk0MTg4OTAzMQ==,2023-03-27T15:01:51Z
58,gson,4220,21969,Java,https://github.com/google/gson,A Java serialization/deserialization library to convert Java Objects into JSON and back,MDEwOlJlcG9zaXRvcnkzMjUzODg3MQ==,2023-03-27T03:57:02Z
59,Telegram,7339,21800,Java,https://github.com/DrKLO/Telegram,Telegram for Android source,MDEwOlJlcG9zaXRvcnkxMzg2MjM4MQ==,2023-03-24T18:47:30Z
60,leetcode,3871,21607,Java,https://github.com/doocs/leetcode,😏 LeetCode solutions in any programming language | 多种编程语言实现 LeetCode、《剑指 Offer（第 2 版）》、《程序员面试金典（第 6 版）》题解,MDEwOlJlcG9zaXRvcnkxNDkwMDEzNjU=,2023-03-28T11:31:07Z
61,skywalking,6149,21525,Java,https://github.com/apache/skywalking,"APM, Application Performance Monitoring System",MDEwOlJlcG9zaXRvcnk0NTcyMTAxMQ==,2023-03-28T08:23:02Z
62,libgdx,6395,21272,Java,https://github.com/libgdx/libgdx,Desktop/Android/HTML5/iOS Java game development framework,MDEwOlJlcG9zaXRvcnk1MzczNTUx,2023-03-27T15:07:58Z
63,flink,11818,20955,Java,https://github.com/apache/flink,Apache Flink,MDEwOlJlcG9zaXRvcnkyMDU4NzU5OQ==,2023-03-28T12:09:48Z
64,redisson,5005,20848,Java,https://github.com/redisson/redisson,"Redisson - Redis Java client with features of In-Memory Data Grid. Over 50 Redis based Java objects and services: Set, Multimap, SortedSet, Map, List, Queue, Deque, Semaphore, Lock, AtomicLong, Map Reduce, Publish / Subscribe, Bloom filter, Spring Cache, Tomcat, Scheduler, JCache API, Hibernate, MyBatis, RPC, local cache ...",MDEwOlJlcG9zaXRvcnkxNTgyMzQ2MA==,2023-03-28T12:10:16Z
65,Sentinel,7524,20737,Java,https://github.com/alibaba/Sentinel,"A powerful flow control component enabling reliability, resilience and monitoring for microservices. (面向云原生微服务的高可用流控防护组件)",MDEwOlJlcG9zaXRvcnkxMjgwMTg0Mjg=,2023-03-24T00:55:23Z
66,ExoPlayer,5921,20539,Java,https://github.com/google/ExoPlayer,An extensible media player for Android,MDEwOlJlcG9zaXRvcnkyMDgxODEyNg==,2023-03-22T10:02:54Z
67,bazel,3707,20518,Java,https://github.com/bazelbuild/bazel,"a fast, scalable, multi-language and extensible build system",MDEwOlJlcG9zaXRvcnkyMDc3Mzc3Mw==,2023-03-28T12:25:08Z
68,jenkins,7976,20503,Java,https://github.com/jenkinsci/jenkins,Jenkins automation server,MDEwOlJlcG9zaXRvcnkxMTAzNjA3,2023-03-28T10:26:45Z
69,termux-app,2449,20372,Java,https://github.com/termux/termux-app,Termux - a terminal emulator application for Android OS extendible by variety of packages.,MDEwOlJlcG9zaXRvcnk0NDgwNDIxNg==,2023-03-26T05:13:03Z
70,RxAndroid,3008,19778,Java,https://github.com/ReactiveX/RxAndroid,RxJava bindings for Android,MDEwOlJlcG9zaXRvcnkyMzA5NTk1NA==,2023-02-20T12:33:53Z
71,eladmin,7022,19500,Java,https://github.com/elunez/eladmin,项目基于 Spring Boot 2.1.0 、 Jpa、 Spring Security、redis、Vue的前后端分离的后台管理系统，项目采用分模块开发方式， 权限控制采用 RBAC，支持数据字典与数据权限管理，支持一键生成前后端代码，支持动态路由,MDEwOlJlcG9zaXRvcnkxNjE3NTc4Mzc=,2023-03-23T07:21:41Z
72,DoKit,3006,19371,Java,https://github.com/didi/DoKit,一款面向泛前端产品研发全生命周期的效率平台。,MDEwOlJlcG9zaXRvcnkxNDQ3MDU2MDI=,2023-03-22T09:34:49Z
73,rocketmq,10695,18980,Java,https://github.com/apache/rocketmq,"Apache RocketMQ is a cloud native messaging and streaming platform, making it simple to build event-driven applications.",MDEwOlJlcG9zaXRvcnk3NTE2NDgyMw==,2023-03-28T08:31:05Z
74,FizzBuzzEnterpriseEdition,732,18779,Java,https://github.com/EnterpriseQualityCoding/FizzBuzzEnterpriseEdition,FizzBuzz Enterprise Edition is a no-nonsense implementation of FizzBuzz made by serious businessmen for serious business purposes.,MDEwOlJlcG9zaXRvcnk2ODM0NzAz,2022-11-10T20:36:08Z
75,PhotoView,3920,18474,Java,https://github.com/Baseflow/PhotoView,"Implementation of ImageView for Android that supports zooming, by various touch gestures.",MDEwOlJlcG9zaXRvcnk1MDg0NzUw,2022-03-25T09:53:49Z
76,GSYVideoPlayer,4006,18393,Java,https://github.com/CarGuo/GSYVideoPlayer,"视频播放器（IJKplayer、ExoPlayer、MediaPlayer），HTTPS，支持弹幕，外挂字幕，支持滤镜、水印、gif截图，片头广告、中间广告，多个同时播放，支持基本的拖动，声音、亮度调节，支持边播边缓存，支持视频自带rotation的旋转（90,270之类），重力旋转与手动旋转的同步支持，支持列表播放 ，列表全屏动画，视频加载速度，列表小窗口支持拖动，动画效果，调整比例，多分辨率切换，支持切换播放器，进度条小窗口预览，列表切换详情页面无缝播放，rtsp、concat、mpeg。 ",MDEwOlJlcG9zaXRvcnk3MzYxNDcyMg==,2023-03-28T03:37:54Z
77,graal,1479,18367,Java,https://github.com/oracle/graal,GraalVM: Run Programs Faster Anywhere :rocket:,MDEwOlJlcG9zaXRvcnk0OTY2MjIyMg==,2023-03-28T12:11:33Z
78,mybatis-3,12183,18323,Java,https://github.com/mybatis/mybatis-3,MyBatis SQL mapper framework for Java,MDEwOlJlcG9zaXRvcnk4MjA1NjAy,2023-03-23T07:13:41Z
79,shardingsphere,6253,18161,Java,https://github.com/apache/shardingsphere,"Ecosystem to transform any database into a distributed database system, and enhance it with sharding, elastic scaling, encryption features & more",MDEwOlJlcG9zaXRvcnk0OTg3NjQ3Ng==,2023-03-28T11:10:41Z
80,HikariCP,2709,18014,Java,https://github.com/brettwooldridge/HikariCP,"光 HikariCP・A solid, high-performance, JDBC connection pool at last.",MDEwOlJlcG9zaXRvcnkxMzQwNDUxNQ==,2023-03-23T14:04:06Z
81,litemall,6947,17847,Java,https://github.com/linlinjava/litemall,又一个小商城。litemall = Spring Boot后端 + Vue管理员前端 + 微信小程序用户前端 + Vue用户移动端,MDEwOlJlcG9zaXRvcnkxMjYzNjU5NjU=,2023-03-14T06:42:28Z
82,cat,5316,17630,Java,https://github.com/dianping/cat,"CAT 作为服务端项目基础组件，提供了 Java, C/C++, Node.js, Python, Go 等多语言客户端，已经在美团点评的基础架构中间件框架（MVC框架，RPC框架，数据库框架，缓存框架等，消息队列，配置系统等）深度集成，为美团点评各业务线提供系统丰富的性能指标、健康状况、实时告警等。",MDEwOlJlcG9zaXRvcnk3MDEwNzI0,2023-03-22T17:18:53Z
83,Mindustry,2433,17426,Java,https://github.com/Anuken/Mindustry,The automation tower defense RTS,MDEwOlJlcG9zaXRvcnk4OTgyMjUzMQ==,2023-03-27T16:49:13Z
84,SpringCloudLearning,8082,17210,Java,https://github.com/forezp/SpringCloudLearning,《史上最简单的Spring Cloud教程源码》,MDEwOlJlcG9zaXRvcnk4NzYyNDg3MA==,2021-04-12T09:53:47Z
85,fresco,3786,16925,Java,https://github.com/facebook/fresco,An Android library for managing images and the memory they use.,MDEwOlJlcG9zaXRvcnkzMTUzMzk5Nw==,2023-03-27T13:17:40Z
86,Android-Universal-Image-Loader,6214,16814,Java,https://github.com/nostra13/Android-Universal-Image-Loader,"Powerful and flexible library for loading, caching and displaying images on Android.",MDEwOlJlcG9zaXRvcnkyODYyMjkw,2022-01-17T09:48:53Z
87,tinker,3337,16716,Java,https://github.com/Tencent/tinker,"Tinker is a hot-fix solution library for Android, it supports dex, library and resources update without reinstall apk.",MDEwOlJlcG9zaXRvcnk2NzQ4MTk4Ng==,2023-03-27T04:41:14Z
88,zheng,7460,16466,Java,https://github.com/shuzheng/zheng,基于Spring+SpringMVC+Mybatis分布式敏捷开发系统架构，提供整套公共微服务服务模块：集中权限管理（单点登录）、内容管理、支付中心、用户管理（支持第三方登录）、微信平台、存储系统、配置中心、日志分析、任务和通知等，支持服务治理、监控和追踪，努力为中小型企业打造全方位J2EE企业级开发解决方案。,MDEwOlJlcG9zaXRvcnk2OTk1MzQ0NQ==,2022-12-16T09:53:00Z
89,SpringBoot-Labs,5359,16396,Java,https://github.com/yudaocode/SpringBoot-Labs,一个涵盖六个专栏：Spring Boot 2.X、Spring Cloud、Spring Cloud Alibaba、Dubbo、分布式消息队列、分布式事务的仓库。希望胖友小手一抖，右上角来个 Star，感恩 1024,MDEwOlJlcG9zaXRvcnkxNDg0OTY2ODc=,2022-09-03T08:55:18Z
90,java8-tutorial,3970,16231,Java,https://github.com/winterbe/java8-tutorial,Modern Java - A Guide to Java 8,MDEwOlJlcG9zaXRvcnkxNzgwNDU4NA==,2023-01-11T14:16:18Z
91,zipkin,3054,16072,Java,https://github.com/openzipkin/zipkin,Zipkin is a distributed tracing system,MDEwOlJlcG9zaXRvcnk0NTc2MzA1,2023-03-26T14:18:29Z
92,Apktool,3302,15970,Java,https://github.com/iBotPeaches/Apktool,A tool for reverse engineering Android apk files,MDEwOlJlcG9zaXRvcnkzNzY2NzA2,2023-03-25T11:15:38Z
93,disruptor,3758,15866,Java,https://github.com/LMAX-Exchange/disruptor,High Performance Inter-Thread Messaging Library,MDEwOlJlcG9zaXRvcnk1OTAxOTAw,2023-03-24T17:37:33Z
94,openapi-generator,5130,15736,Java,https://github.com/OpenAPITools/openapi-generator,"OpenAPI Generator allows generation of API client libraries (SDK generation), server stubs, documentation and configuration automatically given an OpenAPI Spec (v2, v3)",MDEwOlJlcG9zaXRvcnkxMzMxMzQwMDc=,2023-03-28T10:06:31Z
95,jdk,4386,15503,Java,https://github.com/openjdk/jdk,JDK main-line development https://openjdk.org/projects/jdk,MDEwOlJlcG9zaXRvcnkxNDkxMjE5NTQ=,2023-03-28T12:03:58Z
96,keycloak,5253,15407,Java,https://github.com/keycloak/keycloak,Open Source Identity and Access Management For Modern Applications and Services,MDEwOlJlcG9zaXRvcnkxMTEyNTU4OQ==,2023-03-28T12:25:53Z
97,springboot-learning-example,7061,15346,Java,https://github.com/JeffLi1993/springboot-learning-example,spring boot 实践学习案例，是 spring boot 初学者及核心技术巩固的最佳实践。,MDEwOlJlcG9zaXRvcnk4MTA1Nzg0Mg==,2023-03-23T16:59:35Z
98,Android-CleanArchitecture,3365,15309,Java,https://github.com/android10/Android-CleanArchitecture,This is a sample app that is part of a series of blog posts I have written about how to architect an android application using Uncle Bob's clean architecture approach.,MDEwOlJlcG9zaXRvcnkyMzExMjUyNg==,2021-09-09T11:43:49Z
99,SpringBoot-Learning,4831,15056,Java,https://github.com/dyc87112/SpringBoot-Learning,《Spring Boot基础教程》，2.x版本持续连载中！点击下方链接直达教程目录！,MDEwOlJlcG9zaXRvcnk2NjE3OTc2NQ==,2022-09-15T08:08:50Z
100,APIJSON,1942,14988,Java,https://github.com/Tencent/APIJSON,🏆 零代码、全功能、强安全 ORM 库 🚀 后端接口和文档零代码，前端(客户端) 定制返回 JSON 的数据和结构。 🏆 A JSON Transmission Protocol and an ORM Library 🚀  provides APIs and Docs without writing any code.,MDEwOlJlcG9zaXRvcnk3NDM1OTQ0Mg==,2023-03-24T10:00:10Z
101,elasticsearch-analysis-ik,3127,14918,Java,https://github.com/medcl/elasticsearch-analysis-ik,"The IK Analysis plugin integrates Lucene IK analyzer into elasticsearch, support customized dictionary.",MDEwOlJlcG9zaXRvcnkyOTkzNTk1,2023-02-27T02:11:53Z
102,material-components-android,2970,14742,Java,https://github.com/material-components/material-components-android,Modular and customizable Material Design UI components for Android,MDEwOlJlcG9zaXRvcnk3NTY0MzA5Ng==,2023-03-26T09:14:37Z
103,presto,4972,14576,Java,https://github.com/prestodb/presto,The official home of the Presto distributed SQL query engine for big data,MDEwOlJlcG9zaXRvcnk1MzQ5NTY1,2023-03-28T12:29:11Z
104,JustAuth,2540,14567,Java,https://github.com/justauth/JustAuth,"🏆Gitee 最有价值开源项目 🚀:100: 小而全而美的第三方登录开源组件。目前已支持Github、Gitee、微博、钉钉、百度、Coding、腾讯云开发者平台、OSChina、支付宝、QQ、微信、淘宝、Google、Facebook、抖音、领英、小米、微软、今日头条、Teambition、StackOverflow、Pinterest、人人、华为、企业微信、酷家乐、Gitlab、美团、饿了么、推特、飞书、京东、阿里云、喜马拉雅、Amazon、Slack和 Line 等第三方平台的授权登录。 Login, so easy!",MDEwOlJlcG9zaXRvcnkxNjg1MDAzOTc=,2023-03-21T06:43:58Z
105,Algorithms,3917,14525,Java,https://github.com/williamfiset/Algorithms,A collection of algorithms and data structures,MDEwOlJlcG9zaXRvcnk4NTM3MTI2Mg==,2023-03-22T07:23:03Z
106,CircleImageView,3140,14400,Java,https://github.com/hdodenhof/CircleImageView,A circular ImageView for Android,MDEwOlJlcG9zaXRvcnkxNjAwNTQxMA==,2023-01-10T19:03:41Z
107,mybatis-plus,3873,14248,Java,https://github.com/baomidou/mybatis-plus,An powerful enhanced toolkit of MyBatis for simplify development,MDEwOlJlcG9zaXRvcnk2NTk4NzA0Mw==,2023-03-22T09:39:51Z
108,VirtualXposed,2415,14237,Java,https://github.com/android-hacker/VirtualXposed,"A simple app to use Xposed without root, unlock the bootloader or modify system image, etc.",MDEwOlJlcG9zaXRvcnkxMTI3MTc5NjM=,2022-09-09T02:58:50Z
109,ARouter,2544,14140,Java,https://github.com/alibaba/ARouter,💪 A framework for assisting in the renovation of Android componentization (帮助 Android App 进行组件化改造的路由框架),MDEwOlJlcG9zaXRvcnk3NjQxMzE4Ng==,2023-02-24T12:44:50Z
110,antlr4,3008,14112,Java,https://github.com/antlr/antlr4,"ANTLR (ANother Tool for Language Recognition) is a powerful parser generator for reading, processing, executing, or translating structured text or binary files.",MDEwOlJlcG9zaXRvcnk1MDE2ODc=,2023-03-28T08:45:11Z
111,QMUI_Android,2631,14002,Java,https://github.com/Tencent/QMUI_Android,提高 Android UI 开发效率的 UI 库,MDEwOlJlcG9zaXRvcnk4ODk3MDU2NA==,2023-03-10T09:16:08Z
112,mockito,2389,13813,Java,https://github.com/mockito/mockito,Most popular Mocking framework for unit tests written in Java,MDEwOlJlcG9zaXRvcnk2MjA3MTY3,2023-03-25T19:56:50Z
